,points
"DICARLO, JOSEPH C.",1013
"MOUNTBATTEN OF BURMA, EARL",1013
"CROSS, CARL",1013
"LOVE, JOHN A.",1013
"MURPHY, ROBERT D.",1013
"LOWERY, ROBERT O",1013
"KUGLER, GEORGE F JR",1013
"WEST, CALVIN D",1013
"GOODWIN, RICHARD N.",1013
"SPELLMAN, FRANCIS J",1013
"ORTIQUE, REVIUS O JR.",1012
"HAUGE, GABRIEL",1012
"Kennedy, Joseph P",1012
"VENEMAN, JOHN G",1012
"Price, Leontyne",1012
"LOVE, JOHN A",1012
"BURON, ROBERT",1012
"MCGOVERN, JOSEPH W.",1012
"KORLE, SINAN",1012
"SCHAUS, EUGENE",1012
"PASSER, HAROLD C",1012
"GREENWOOD, ANTHONY",1012
"GANDARA ENRIQUEZ, MARCOS",1011
"May, Stephen",1011
"HOLCOMB, LUTHER J.",1011
"HERNANDEZ, EILEEN",1011
"KENNY, JOHN V.",1011
"BOLLING, RICHARD",1011
"FAURE, EDGAR",1011
"BRENNAN, WILLIAM JOSEPH JR.",1011
"ALBANO, VINCENT F JR.",1011
"PIKE, OTIS G",1011
"Mies van der Rohe, Ludwig",1011
"CRANGLE, JOSEPH F",1011
"BOTTOMLEY, ARTHUR",1011
"NOVIKOV, VLADIMIR N.",1011
"OLAV V, KING OF NORWAY",1011
"Smith, Hedrick",1011
"MAYO, ROBERT P.",1011
"Kallai, Gyula",1011
"LANDAZURI RICKETTS, JUAN",1011
"IRWIN, JOHN N 2D",1010
"COMERFORD, JAMES J.",1010
"CAULFIELD, GENEVIEVE",1010
"KENNEDY, JOSEPH PATRICK SR",1010
"MITCHELL, JAMES PAUL",1010
"MOORER, THOMAS HINMAN",1010
"HELMS, RICHARD M",1010
"THORNBERRY, WILLIAM HOMER",1009
"Seymour, Whitney North Jr",1009
"NEVIUS, JOHN A.",1009
"Tower, John G",1009
"FLAHERTY, THOMAS M",1009
"H ARDING, WARREN",1009
"ADAMS, PAUL L.",1009
"PANICO, GIOVANNI",1009
"Leinsdorf, Erich",1009
"BENLINE, ARTHUR J.",1009
"MITCHELL, JOHN N.",1009
"Bellmon, Henry",1009
"LANE, MYLES J",1009
"JENNER, ALBERT E JR.",1009
"Weaver, Robert C",1008
"Garment, Leonard",1008
"MORGAN, THOMAS B.",1008
"KROPKE, FRED J",1008
"ROSTOW, EUGENE V.",1008
"HASS, ERIC",1008
"STEVENSON, ADLAI E",1008
"TROWBRIDGE, ALEXANDER B",1008
"BIRNS, HAROLD",1007
"Bailey, John M",1007
"MEIKLEJOHN, ALEXANDER",1007
"Farmer, James",1007
"CARDIJN, JOSEPH",1007
"Rayburn, Sam",1007
"NUNES, JOSE DA COSTA",1007
"BRENNAN, JOHN FRANCIS J.",1007
"GRABOWSKI, BERNARD F.",1006
"MONNET, JEAN",1006
"KUNZ, PHILIP W",1006
"GRANO, CARLO",1006
"PODELL, BERTRAM L",1006
"FAUNTROY, WALTER E.",1006
"FLETCHER, THOMAS W.",1006
"SILVA HENRIQUES, RAUL",1005
"CANNON, CLARENCE",1005
"ANDERSON, CLINTON P",1005
"JOHNSON, SAM EALY",1005
"HUGHES, SARAH TILGHMAN",1005
"Mahoney, J Daniel",1005
"ELLIOTT, DONALD H",1005
"JAQUITH, DAVID H.",1004
"BEIRNE, JOSEPH A.",1004
"ANDERSON, STANLEY A.",1004
"LENART, JOSEF",1004
"Freeman, John",1004
"BEVILACQUA, GIULIO",1004
"BROWNE, MICHAEL",1003
"IGNATIUS, PAUL R.",1003
"HUXTABLE, ADA LAUISE",1003
Iakovos,1003
"MURROW, EDWARD R.",1003
"AILLERET, CHARLES",1002
"TURNER, J C.",1002
"VILLOT, JEAN",1002
"JACKSON, SAMUEL C.",1002
"ALLOTT, GORDON",1002
"KENNEDY, DAVID",1002
"Koch, Edward I",1001
"COUSSA, GABRIEL ACACIO",1001
"TASCA, HENRY J.",1001
"THOMPSON, WALTER S.",1000
"HARGROVE, JAMES W",1000
"ZOUNGRANA, PAUL",1000
"GRAHAM, RICHARD",999
"MAYO, ROBERT P",999
"FORNI, EFREM",999
"SHACKLETON, POLLY",998
"FINO, PAUL A.",997
"CLIFTON, CHESTER V.",997
"YERBY, ALONSO SMYTHE",997
"WILSON, JOSEPH C.",997
"BOGGS, J CALEB",997
"SEVAREID, ERIC",996
"HOFFER, ERIC",996
"CARLUCCI, FRANK C 3D",996
"BROOKE, EDWARD W.",996
"YELDELL, JOSEPH P.",995
"Halpern, Seymour",995
"ABEL, IORWITH WILBUR",994
"Beauvoir, Simone de",994
"LIPPMANN, WALTER",993
"PAUL, NORMAN S.",993
"Dickerson, Nancy",993
"GUY, WILLIAM L",993
"COORAY, THOMAS B.",992
"SMITH, FLOYD E.",992
"MCCARTHY, RICHARD D",992
"Serkin, Rudolf",992
"SICILIANO, ROCCO C.",991
"Mathias, Charles McC Jr",991
"Conway, William",991
"ENDERS, JOHN FRANKLIN",990
"COLOMBO, GIOVANNI",990
"YEN, CHIA-KAN",990
"Higginbotham, A Leon Jr",989
"MUSICUS, MILTON",989
"DOMINICK, PETER H",987
"DUVAL, LEON-ETIENNE",987
"BRONSTEIN, HARRY I",986
"CAPLES, WILLIAM G.",985
"JOURNET, CHARLES",984
"JORDAN, B EVERETT",984
"PROUTY, WINSTON L",982
"JAEGER, LORENZ",982
"CARGO, DAVID F",982
"WIDNALL, WILLIAM B",982
"BIAGGINI, BENJAMIN F.",981
"MEOUCHI, PAUL PETER",979
"ADAMS, PAUL L",978
"FLORIT, ERMENEGILDO",977
"Hollings, Ernest F",976
"Joelson, Charles S",976
"MCCOLLUM, LEONARD F.",976
"ALLEN, JAMES B",973
"THOMPSON, FRANK JR",969
"DAY, VIRGIL B.",969
"CASE, CLIFFORD P",963
"MUNDT, KARL E",959
"Saxbe, William B",958
"MORRIS, THOMAS D.",958
"SCHWEIKER, RICHARD S",916
"Bullins, Ed",513
"ELLIMAN, YVONNE",513
"Kerr, Jean",513
"Paz, Octavio",513
"BOGART, ELEANOR",513
"GOODRICH, LLOYD",513
"Coogan, Jackie",513
"Streisand, Barbra",513
S O'CASEY,513
H CLURMAN,513
"Hess, Rudolf",513
"B MAZAR, M AVI-YONHA, A MALAMAT",513
"JOHNSON, JAMES DOUGLAS",513
"BENTON, WILLIAM B.",513
"BUCK, PEARL S.",513
"Fosse, Bob",513
"Chagall, Marc",513
D J REARDON,513
"Sheed, Wilfrid",513
D RABE,513
"JOHN, AUGUSTUS E",513
"Murdoch, Iris",513
"VESCO, ROBERT L.",513
"COPELAND, LAMMOT DU PONT",513
"Brundage, Avery",513
"CLARK, EDWARD A.",513
"Hodges, Gil",513
"Bishop, Hazel",513
J GIRAUDOUX,513
"SCHAPIRO, MORRIS A.",513
"DRAGO, H S",513
"TWINTING, WM T.",513
"SMITH, JOHN V",513
"TILLEY, DAVID C",513
M REDGRAVE,513
"EWELL, TOM",513
"MILLER, GILBERT HERON",513
"BOIGON, MELVIN",513
"HERSHEY, LEWIS BLAINE",513
"DOWLING, ROBERT WHITTLE",513
"DARVALL, DENISE ANN",513
"PLAYER, GARY JIM",513
"GOLDSTEIN, M",513
"NIARCHOS, STAVROS SPINS",513
"ALLEN, VIVIAN BEAUMONT",513
"Thoreau, Henry David",513
"Russell, Jane",513
"LUBOW, OSCAR B.",513
"DEMARTINO, NICHOLAS",513
"McCarthy, Mary",513
"SCHMITT, HARRISON H",513
"ASQUITH, HERBERT HENRY",513
"WYNDER, ERNEST L.",513
"ADLER, JERRY",513
"SCAIFE, SARAH MELLON.",513
"MINICHIELLO, RAFFAELE",513
"JARRING, GUNNAR VALFRID",513
"Bonhoeffer, Dietrich",513
"CUSACK, JOHN T.",513
R G ALBION,513
"RIDGWAY, M B",513
"YADIN, YIGAEL",513
"DENKEWALTER, ROBERT G",513
"Nicolau, George",513
"KEYS, JAMES E",513
"JACOBS, P",513
"DRAKE, ALFRED",513
"MITCHUM, CHRIS",513
"WAYNE, PATRICK",513
"FITZGERALD, GERALDINE",513
"Signoret, Simone",513
"HALDANE, JOHN BURDON SANDERSON",513
"JAICKS, FREDERICK G.",513
"AFANASYEV, SERGEI A.",513
"DAVIS, K S",513
"TSAI, GERALD JR",513
"SHIELDS, RODNEY B.",513
"MIZENER, ARTHUR",513
"Haydee, Marcia",513
"Perlman, Itzhak",513
"DUBERSTEIN, SAMUEL C.",513
D WASSERMAN,513
"PETERSON, EDWIN B.",513
"ROBERTS, FRANK.",513
"GRANVILLE, JOSEPH",513
"Sand, George",513
T MCNALLY,513
"Prince, Harold",513
"SHUMWAY, NORMAN EDWARD",513
"CECIL, EDWARD CHRISTIAN DAVID GASCOYNE",513
"Monk, Meredith",513
"Smith, Alexis",513
JOHN SACK,513
"CARTWRIGHT, ROSCOE C",513
"PAUSTOVSKY, KONSTANTIN",513
"FARLEY, JAMES ALOYSIUS",513
"ORTH, FRANKLIN L.",513
DIMITRIOS I,513
"FISCHER, L",513
L HANSBERRY,513
"SAKAI, YOSHINORI",513
"JANSSENS, JEAN B",513
"Mostel, Zero",513
"Blondell, Joan",513
"Tyrrell, Susan",513
"PLECHA, JOYCE",513
"Ellington, Duke",513
"BARRY, JOHN L",513
"DUBRUL, STEPHEN M JR.",513
"COBB, LEE J.",513
"Reynolds, Jack",513
T STOPPARD,513
"KAUFMAN, IRVING R.",513
"MARTINELLI, GIOVANNI",513
"LEONARD, JERRIS",513
"Swift, Jonathan",513
"DEFLIESE, PHILIP L.",513
"ROCKEFELLER, RODMAN C.",513
"Coody, Charles",513
"Montgomery, Robert",513
"JACOB, JESSE L.",513
"Fisch, Joseph",513
"MCKENNA, SIOBHAN",513
"BIEL, HEINZ H.",513
"Joyce, James",513
"Turner, Nat",513
"GRAVELY, SAMUEL L JR",513
"ALDA, ALAN",513
"SHOTWELL, JAMES THOMPSON",513
"REEVES, RAYMOND J",513
"BLOCH, KONRAD E.",513
"O'MALLEY, C D",513
KONG LE,513
"HOLTON, A LINWOOD",513
"RUEFF, JACQUES",513
"Revel, Jean-Francois",513
"CRATER, JOSEPH F",513
"Mitchum, Robert",513
"Soyinka, Wole",513
"BRUNN, HERBERT T.",513
"LAZAR, MICHAEL J",513
"BARBER, R F.",513
"Gell-Mann, Murray",513
"Eyen, Tom",513
"ROBERTSON, JAMES L.",513
"Lewis, Jerry",513
"Kazantzakis, Nikos",513
"HICKS, GRANVILLE",513
"LIEBELT, R A",513
"PYTEL, BARBARA",513
"HARTLINE, HALDAN KEFFER",513
"CANNON, BERRY LOUIS",513
T REYNOLDS,513
"BERMAN, EMILE ZOLA",513
T CAPOTE,513
"TRUDEAU, ARTHUR G.",513
C GESNER,513
"BALDWIN, JAMES ARTHUR",513
"Fleming, Peggy",513
"BENITEZ, MANUEL",513
"CATHER, W",513
"NEHRU, BRAJ KUMAR",513
"Hussain, Zakir",513
"DU PONT, WILLIS HARRINGTON",513
"PALMER, H BRUCE",513
"SEFERIADES, GIORGOS STYLIANOV",513
"TSARAPKIN, SEMYON K",513
"HARVEY, JULIAN A.",513
"CUMMINGS, EDWARD ESTLIN",513
"BAXTER, KEITH",513
"Berryman, John",513
"FIRBANK, R",513
"ANGELL, ROGER",513
"RAMPTON, CALVIN L.",513
"TOWNES, CHARLES HARD",513
"Crowley, Mart",513
"QUENNELL, P",513
"HERRERA, FELIPE",513
"SHEPARD, . ALAN B JR.",513
"Palmer, Arnold",513
"CHOI DOO-SUN, PREMIER",513
M GORKI,513
"DODGE, JOSEPH MORRELL",513
"Guare, John",513
"Cunningham, Arthur",513
"BOROS, JULIUS NICHOLAS",513
"KOCH, ILSE",513
"COHEN, MANUEL F.",513
"BINGHAM, JONATHAN BREWSTER",513
"YORK, HERBERT F",513
"Nilsson, Birgit",513
"BUNZEL, JOHN H",513
"Luciano, Charles",513
"PAPERMAN, MILDRED",513
"WILBUR, RICHARD P.",513
"GOLDEN, JOHN",513
"LWOFF, ANDRE",513
"de Wilde, Brandon",513
"TURNBULL, ANDREW",513
"DAUPHINOT, CLARENCE",513
"NAMER, MONA EL",513
"SWARTHOUT, GLENDON",513
"Schiff, Stanley",513
PENNEY CHAPIN HILLS,513
R COWEN,513
"SEATON, LOUIS GOERMER",513
"DUMITRIU, PETRU",513
"Stone, Elly",513
"CORRELL, CHARLES J.",513
"Roszak, Theodore",513
"CHARLES PHILIP ARTHUR GEORGE, PRINCE OF WALES, DUKE OF COMWALL, DUKE OF ROTHESAY, EARL OF CARRICK, EARL OF CHESTER, BARON OF RENFREW, LORD OF THE ISLES AND PRINCE AND GREAT STEWARD OF SCOTLAND",513
"Bacall, Lauren",513
"WATKINSON, VISCOUNT",513
"RICE, A HAMILTON",513
"HAMILTON, A",513
"TILLICH, PAUL JOHANNES",513
"SCHWINGER, JULIAN SEYMOUR",513
"WILLIS, FRANK",513
"DIAMOND, BERNARD L",513
"DIX, DOROTHEA",513
S EDWARDS,513
"TESTA, TUASDEE",513
"LINDSAY, JOHN VLIET JR",513
H KIPPHARDT,513
"Chomsky, Noam",513
"BRADFORD, AMORY",513
"Reed, Ishmael",513
"MacDonald, Ross",513
"LINGEMAN, RICHARD R.",513
"SKULNIK, MENASHA",513
"KELLEY, ROGER T",513
"CHEPRAKOV, VIKTOR A",513
"Warhol, Andy",513
"Orbach, Jerry",513
"NICHOLAS II, CZAR",513
"FOSTER, WILLIAM CHAPMAN",513
"Bergman, Ingrid",513
G B SHAW,513
"SHOLOKHOV, MIKHAIL A.",513
M SUBOTNICK,513
"THOMAS, DYLAN MARLAIS",513
"CZAPSKI, MICHAEL",513
"BRUEGHEL, PIETER, THE ELDER",513
"FERKISS, VICTOR C",513
R MCGRATH,513
"Bloom, Claire",513
"POMERANTZ, ABRAHAM L.",513
"Nicklaus, Jack",513
"VOGT, JOHN W JR",513
"Kirk, Grayson Louis",513
"Brown, Joe",513
"AIKEN, C",513
"ROTHSCHILD, EDMOND DE",513
"GREW, JOS C",513
"VAN DOREN, CHARLES",513
"DU MONT, ALLEN BALCOM",513
"LAPORTE, ROGER ALLEN",513
"BERSANI, L",513
"MARSHACK, ALEXANDER",513
"Winters, Shelley",513
"Defoe, Daniel",513
"VONNEGUT, KURT JR.",513
"DEHGHAN, IRAJ",513
"BRENNAN, DONALD G",513
"SMITH, HARLAN J",513
"ANASTASIA, ALBERT",513
"ROHATYN, FELIX G.",513
"Ryan, Michael P",513
"GARFIELD, JULIE",513
"Mann, Thomas",513
"YAMANI, AHMED ZAKI AB",513
"Sarris, Andrew",513
"LEE, JOEL",513
"ROTHENGAST, CONRAD H.",513
Rembrandt Harmenszoon van Rijn,513
"DICKERSON, F WYATT JR.",513
"ECKERT, WILLIAM D.",513
"SIEGEL, HYMAN D.",513
"MORISON, S E",513
"Grinspoon, Lester",513
"SELZNICK, DAVID O.",513
"HODGES, DUANE D",513
"BENTON, THOMAS HART",513
A NICHOLS,513
"RANDALL, CLARENCE BELDEN",513
"WHITNEY, CORNELIUS VANDERBILT",513
S TESICH,513
"WHITNEY, COURTNEY",513
"CONSIDINE, BOB",513
"Gillespie, S Hazard",513
"SHAKESPEARE, WM",513
"KING, IVAN R",513
"KEELER, RUBY",513
"LI, CHOH HAO",513
"SCHURMEIER, HARRIS M.",513
"KUZNETS, SIMON",513
PUCCINI,513
"Schneider, Alan",513
"NIKOLAYEV, VALENTINA TERESHKOVA",513
"Horowitz, Vladimir",513
"ANDERSON, GLENN M",513
"WODEHOUSE, P G.",513
"Kahn, Michael",513
"SMITHERMAN, JOSEPH T.",513
H KIEL,513
"STRATTON, WILLIAM G",513
H DIETZ,513
PEW FAMILY,513
"BELYAYEV, PAVEL IVANOVICH",513
"Wagner, Robert F",513
"LAURINO, LOUIS D.",513
"Daniels, William",513
"MCCAIN, JOHN SYDNEY 3D",513
R MILLAR,513
"Dali, Salvador",513
"SAYEGH, FAYEZ A.",513
"BULL, ODD",513
"Fonteyn, Margot",513
"COHEN, SHELDON S.",513
"LIPSCOMB, THOMAS HEBER",513
"Edelman, Gerald M",513
LEE CHOON SUN,513
"Wilde, Oscar",513
"ANDERSON, JUDITH",513
M DYNE,513
"HART, RALPH A.",513
EDWARD CRANKSHAW,513
"Hitler, Adolf",513
"Vidor, King",513
"RAKOSI, MATYAS",513
"Musial, Stan",513
"FORD, HAZEL H",513
"DOLGOV, PYOTR IVANOVICH",513
"Bates, Alan",513
"ARROW, KENNETH J",513
"MOORE, STANFORD",513
"Boll, Heinrich",513
"SWANBERG, W A",513
"STEINFELD, JESSE L",513
"Shostakovich, Dmitri",513
"MILNE, ROSS",513
"KNOX-JOHNSTON, ROBIN",513
"LATOUR, WALLACE C.",513
"WILSON, E",513
"HUMPHREY, DOUGLAS S.",513
L WILSON,513
"PAPEN, FRANZ VON",513
"FLEISCHMANN, RAOUL H",513
J HERMAN,513
"GINDIN, J",513
"HERRES, ROBERT T.",513
"JONES, FRANK",513
"NAMER, AHMED RAGEH",513
"NAMER, ABDO AHMAD",513
"OVSHINSKY, STANFORD R.",513
"ZEISSET, DAVID",513
"SLACK, JOHN M JR",513
"DOWNING, THOMAS N",513
"KAHN, IRVING B.",513
"MCLAUGHLIN, GEORGE VINCENT",513
"PECORA, FERDINAND",513
J KANDOR,513
"HUGHES, CHARLES",513
"Hofmann, Paul",513
"ROTH, ARTHUR T.",513
"TRAMUNTI, CARMINE",513
"WILSON, JAMES E.",513
"KATZ, LABEL A.",513
"ANTOON, A J.",513
"FORD, F M",513
"PONNAMPERUMA, CYRIL",513
"NICHOLAS, SAINT",513
"HARRIS, STEPHEN R",513
"CAMPBELL, ERNEST T",513
"Houghton, Katharine",513
"Reynolds, Bruce",513
"Stein, Bruno",513
"WARREN, BENJAMIN S JR",513
"BLOOMBERG, DAVID",513
"Gibson, William",513
"BENDA, ERNST",513
"SIRHAN, MUNIR",513
"SCHIERHOF, ANDREW",513
J ALLEN,513
"MACFADYEN, JOHN H.",513
"Janis, Byron",513
"Heller, Joseph",513
R MCIVER,513
"MURPHY, EDWARD R JR",513
"Fuller, Peter",513
"MCQUARRIE, CLAUDE M JR",513
"RICHARDSON, STEWART",513
"WOUK, H",513
"DEMING, FREDERICK L.",513
"ROBERTSON, J L.",513
"LINDEN, HAL",513
"Richardson, Ralph",513
"BOWE, JOSEPH L.",513
H PERETTI,513
"Novarro, Ramon",513
"MAYNARD, ROGER",513
"SHAPIRO, MOSHE HAIM",513
"Simon, Neil",513
"ARNOLD, BENEDICT",513
"Quinn, John",513
"DRIVAS, ROBERT",513
"Rice, Tim",513
"Fischer, Bobby",513
"FFRENCH-BEYTAGH, GONVILLE AUBREY",513
"STUHLDREHER, HARRY A.",513
"PENSBERGER, ANTON",513
"Verdon, Gwen",513
"DELANEY, JOHN VINCENT",513
"STANDERWICK, DE SALES",513
"GEORGE III, KING OF GREAT BRITAIN AND IRELAND",513
"SIMENON, G",513
"HOLMES, JOHN HAYNES",513
ROBERT MCALMON,513
"SCARFIOTTI, LODOVICO",513
"DALY, JOHN CHARLES",513
F MARCUS,513
"Olsen, Jack",513
"Vereen, Ben",513
R JARRELL,513
"SHRIVER, HILDA",513
"RADCLIFFE, CYRIL JOHN",513
"York, Alvin C",513
"MCDONNELL, VINCENT D.",513
"Samuelson, Paul A",513
"BERNARD, JEFFERSON",513
"PASSANT, GUY",513
"Mantle, Mickey",513
"KARMON, JONATON",513
"Borlaug, Norman E",513
"GOULD, EDWIN",513
"SULZBERGER, CYRUS L",513
B HECHT,513
"Johnson, Dexter",513
"COXE, LOUIS O",513
"SOLZHENITSYN, ALEKSANDR ISAYEVICH",513
"Balsam, Martin",513
"GRIMALDI, JOSEPH VITO",513
"SINYAVSKY, ANDREI D",513
"FUGAZY, WM DENIS",513
"MCCONNELL, VERONICA",513
"MURPHY, JAMES SLATER",513
"DI PIERRO, ANGELO",513
"GALT, ERIC ST VINCENT",513
"WYNDHAM WHITE, ERIC",513
K CAMERON,513
"KENYATTA, CHARLES",513
"Durrell, Lawrence",513
"LEONARD, VINCENT M",513
"Osuna, Rafael",513
"Edwards, Robert G",513
"LELOIR, LUIS F",513
"MEADOWS, ALGUR H.",513
"HATTON, R M",513
"Lerner, Ruth",513
"RAMSEY, RONALD C",513
"Martin, Dean",513
"PAPANICOLAOU, CHRISTOS",513
"Darrow, Clarence",513
"Houseman, John",513
"STRICKMAN, ROBERT L.",513
"FEOKTISTOV, KONSTANTIN P.",513
JUDGE M A MUSMANNO,513
"CHAYES, ABRAM L.",513
"DE ORSEY, C LEO",513
"ARCARO, EDDIE",513
"ALVAREZ, LUIS W",513
"EHRENBURG, I",513
"CHEEVER, J",513
"WEIGEL, GUSTAVE A",513
"BULGANIN, NIKOLAI A.",513
"HELLMAN, G T",513
"Loren, Sophia",513
K VONNEGUT JR,513
"Thomas, Piri",513
"THOMAS, P",513
"LEBOWITZ, SIDNEY",513
"MOODY, HOWARD R.",513
"DOYLE, FLORENCE",513
"MACLEAN, DONALD DUART",513
"ULLASTRES CALVO, ALBERTO",513
"Le Gallienne, Eva",513
"EMERSON, ROBERT ALTON",513
"BUTCHER, HARVEY R JR",513
"GOLDMARK, PETER CARL",513
"BEAMISH, JAMES P.",513
"Giancana, Sam",513
J WHITING,513
"WHELAN, THOMAS J.",513
"WOODWARD, GILBERT H",513
"KRIST, GARY STEVEN",513
"Blyth, Chay",513
"DELGADO, JOSE R M",513
"SKOBLIKOVA, LIDIYA",513
"Arbatov, Georgi A",513
"WIERDA, DONALD F.",513
"Garland, Judy",513
J MASTEROFF,513
"Hellman, Lillian",513
F KNOTT,513
"HASSETT, JOSEPH D.",513
"HORNUNG, PAUL VERNON",513
"GOLDWATER, MARGARET ANN",513
P NICHOLS,513
CARL AND SHELLEY MYDANS,513
"GUNN, MOSES",513
"SILVER, ABBA HILLEL",513
"OWENS, ROCHELLE",513
B SHEVELOVE,513
"DICKSON, LOVAT",513
SONIA ORWELL,513
"Miller, Jason",513
W MSOMI,513
"GABOR, DENNIS",513
"BAUER, JOHANN",513
"Marchand, Nancy",513
"Lapham, Lewis",513
"Pinter, Harold",513
"CARSON, ROBERT T.",513
"SHUBERT, JACOB J.",513
"MARCUSE, HERBERT",513
J HAYWARD,513
H WILLIAMS,513
"LE ROUX, MADELEINE",513
"HIRASAKI, JOHN",513
"BILLINGS, K LEMOYNE",513
"ROSHCHIN, ALAKIEI A.",513
"BERNSTEIN, EDWARD M.",513
"Crane, Hart",513
"JONES, DAVID M",513
"Hartford, Huntington",513
"CASH, ROSALIND",513
"Collins, Judy",513
"SHEPARD, TAZEWELL TAYLOR",513
"Monet, Claude",513
O'NEILL E,513
"MCLEAN, BOB",513
"BAYLEY, NED D",513
"SKEHAN, PATRICK W",513
S MROZEK,513
"KATUSHEV, KONSTANTIN F.",513
"LOW, DAVID",513
"ADAMS, ARTHUR H",513
"Schweitzer, Albert",513
R KIMBALL,513
"LEVENSON, SAM",513
"ALCOTT, LOUISA MAY",513
GUNNAR MYRDAL,513
"CHUIKOV, VASILI I",513
"COMFORT, CHARLES",513
"Miller, Jack",513
"SIRIGNANO, WILLIAM P.",513
"RENCHARD, WILLIAM SHRYOCK",513
"TUTIN, DOROTHY",513
"PRETTYMAN, ELIJAH BARRETT",513
"PLANE, B ROLAND",513
"STOUGH, AUSTIN R",513
"FORESTER, CECIL SCOTT",513
"Hotchner, A E",513
J GOLDMAN,513
"FITZSIMMONS, JAMES E",513
"WILKINSON, RUTH C.",513
"ANDERSON, SHERWOOD",513
"Williams, Emlyn",513
"STARE, FREDERICK J",513
"DONNELLY, JOSEPH F",513
"COHEN, JEROME",513
"RENTON, DAVID LOCKHART-MURE",513
"SCHWARTZ, ALAN U.",513
"WEBB, JAMES EDWIN",513
"LAMONT, THOS S",513
"LLOYD-JONET, DONALD J",513
F DURRENMATT,513
"GOULD, CECIL",513
"TANCRETO, ANTHONY E.",513
"Steffens, Lincoln",513
"WOODS, AL H",513
PHILIPPE DEVILLERS,513
"NEUSTADT, RICHARD E.",513
R E AND T N DUPUY,513
"PREBISCH, RAUL",513
"FITZHUGH, GILBERT W.",513
"PELOQUIN, ROBERT D.",513
NGUYEN VAN MAN,513
"HANSGEN, WALTER",513
"MURRAY, JOHN COURTNEY",513
"HUNTLEY, CHET",513
"THOMPSON, JAMES HARRISON",513
"WAUGH, EVELYN ARTHUR ST JOHN",513
"THORESON, OTTO",513
"Goldwyn, Samuel",513
"BROOKE, HENRY",513
L H BUTTERFIELD,513
"Singer, Isaac Bashevis",513
"MERRIAM, CHARLES W.",513
"ANDREW ALBERT CHRISTIAN EDWARD, PRINCE OF GREAT BRITAIN",513
"Jackson, Glenda",513
"CHOATE, ROBERT B JR.",513
"MACDONALD, JEANETTE ANNA",513
"Morse, Robert",513
"Holly, Ellen",513
"COBB, JAMES BORDON",513
"MCNAY, JOSEPH C.",513
"Ashe, Arthur",513
"Webster, Alex",513
DONALD FLEMING,513
"MYERS, ROBERT MANSON",513
"WATERSON, SAM",513
"Limon, Jose",513
G STEINER,513
"Charles, Prince of Wales",513
"Woolf, Virginia",513
"COLLINS, GEORGE W",513
"Darwin, Charles Robert",513
"Schisgal, Murray",513
"HOHENBERG, J",513
"SOKOWAYPNACE, LOUIE",513
"CHAPMAN, LEONARD F JR",513
"CHANDLER, RAND",513
"PARKINSON, GAYLORD BENTON",513
"ELAZAR, DAVID",513
"Moseley, Winston",513
"Friedman, Milton",513
"BARENBLATT, HIRSCH",513
"Robeson, Paul",513
"FRICK, FORD CHRISTOPHER",513
"BERG, IRVING",513
"ROCK, JOHN",513
"WORDSWORTH, WM",513
"LANDIS, JAS M",513
"GALIMORE, WILLIE",513
"GILBRETH, LILLIAN M.",513
"CORTRIGHT, EDGAR M.",513
"HEALY, TIMOTHY S",513
"ANSIAUX, HUBERT-JACQUES",513
"WILLIAMS, ROBERT F.",513
"Baxter, Anne",513
"CARVALHO PINTO, CARLOS",513
"Levy, Jacques",513
"LARRY, R HEATH",513
"BERNAL, J D",513
F CUCCI,513
"CLARK, MARK WAYNE",513
"ZAMYATIN, Y",513
P SHAFFER,513
"KELEN, E",513
"Johnson, Philip",513
"ROSENBERG, ANDREA",513
"TAUFA'AHAU TUPOU IV, KING",513
"KHORANA, H GOBKIND",513
"Davidson, Gordon",513
"Bond, Edward",513
"ZICHELLO, PHILIP J.",513
"CHATEAUBRIAND, FRANCOIS RENE DE",513
"INOUYE, DANIEL K.",513
"DEAN, ARTHUR HOBSON",513
"AUSTIN, WARREN ROBINSON",513
"PLOHN, CHARLES",513
"FRANKHAUSER, MAHLON M",513
"WOOD, J HARRY",513
"BLUMENTHAL, WERNER MICHAEL",513
J BALDWIN,513
"ALEXANDER, JANE",513
ELIE KEDOURIE,513
"HAI, MUAWEYA ABDEL",513
"KEENAN, DANIEL",513
"MUSSI, BARRY JAMES",513
"Hamsun, Knut",513
"BOLOGNA, JOSEPH AND RENEE TAYLOR",513
"HIRSHHORN, JOSEPH HERMAN",513
"PAYNE, ROGER S",513
"WEKSLER, VLADIMIR I.",513
"WILLINSKY, JOYCE",513
A J RUSSELL,513
"Fosdick, Harry Emerson",513
"LEWIS, ARTHUR",513
"TURCAT, ANDRE",513
"Celine, Louis-Ferdinand",513
"Keach, Stacy",513
"WHARTON, CLIFTON R JR",513
"DELBRUCK, MAX",513
"HOGAN, JOSEPH L",513
"Kelly, Ellsworth",513
"LINDBERGH, ANN MORROW",513
"MEAD, JAMES MICHAEL",513
"LEE, CHESTER",513
"MITHOEFER, JAS",513
"YOUNG, OWEN D",513
"RODEE, CHUCK",513
"MORAN, LORD",513
P ZINDEL,513
"MINTZ, HYMAN E.",513
"SINDONA, MICHELE",513
"DU PONT, IRENEE",513
"NOVAK, GERTRUDE",513
"HOYLE, FRED J.",513
"MAHON, GEORGE H",513
"LOUISE, QUEEN OF SWEDEN",513
